"code","name","city","country","latitude","longitude","icao","type"
"NTG","Nantong Xingdong International Airport","Nantong (Tongzhou)","CN","32073566","120980076","ZSNT","medium_airport"
"PGIYJ","Melalan Airport","Melak-Borneo Island","ID","-0.203611","115.760002","WALE","small_airport"
"YAC","Cat Lake Airport","Cat Lake","CA","51.7272C","-91.824402Z","CYAC","small_airport"
"LR EK","Naples Municipal Airport","Naples","US","26.15259933","-81.77529907","KAPF","medium_airport"
"WOT","Wang'an Airport","Wang'an","TW","23.369108","119.503598","RCWA","very_small_airport"
"OPO","Francisco de Sá Carneiro Airport","Porto","PT","41.24810028B","-8.68138981Z","LPPR","large_airport"
"DUJ","DuBois Regional Airport","Dubois","US","4117829895","-788986969","KDUJ","medium_airport"
"CSK","Cap Skirring Airport","Cap Skirring","SN","1239533","-16748","GOGS","medium_airport"
"LSC","La Florida Airport","La Serena-Coquimbo","CL","-29.916201C","-71.199501X","SCSE","medium_airport"
"KOPHM","Ashley Municipal Airport","Ashley","US","46.02389908","-99.3526001","KASY","small_airport"
"ROI","Roi Et Airport","Roi Et","TH","16.1168","103.774002","VTUV","very_small_airport"
"MWRJD","Mahshahr Airport","Mahshahr","IR","30.5562","49.151901","OIAM","medium_airport"
"NCE","Nice-Côte d'Azur Airport","Nice, Alpes-Maritimes","FR","43658401","721587","LFMN","large_airport"
"XDIOH","Gondar Airport","Azezo","ET","12.5199","37.433998","HAGN","medium_airport"
"YKUAW","Chaghcharan Airport","Chaghcharan","AF","34.526465","65.27102","OACC","small_airport"
"CLI","Clintonville Municipal Airport","Clintonville","US","44.61380005","-88.73130035","KCLI","private_airport"
"IENJU","Pucón Airport","Pucon","CL","-39.292801","-71.915901","SCPC","small_airport"
"TAD","Perry Stokes Airport","Trinidad","US","3725939941","-10434100342","KTAD","small_airport"
"PPG","Pago Pago International Airport","Pago Pago","AS","-14331","-170710007","NSTU","medium_airport"
"ADU","Ardabil Airport","Ardabil","IR","38.32569885","48.42440033","OITL","very_small_airport"
"ULZQK","Door County Cherryland Airport","Sturgeon Bay","US","44.84370041","-87.42150116","KSUE","small_airport"
"MEU","Monte Dourado - Serra do Areão Airport","Almeirim","BR","-0889839","-526022","SBMD","medium_airport"
"PTDVN","Bonaventure Airport","Bonaventure","CA","48.071098","-65.460297","CYVB","medium_airport"
"CUB","Jim Hamilton L.B. Owens Airport","Columbia","US","3397050095","-8099520111","KCUB","medium_airport"
"SWS","Swansea Airport","Swansea","GB","51601366","-4071006","EGFH","medium_airport"
"AFW J","Gaylord Regional Airport","Gaylord","US","45.01350021","-84.70359802","KGLR","small_airport"
"YMW","Maniwaki Airport","Messines","CA","462728","-75990601","CYMW","small_airport"
"SLK","Adirondack Regional Airport","Saranac Lake","US","4438691","-74204629","KSLK","medium_airport"
"BLQ","Bologna Guglielmo Marconi Airport","Bologna","IT","44.5354","11.2887","LIPE","private_airport"
"IQYDM","Markovo Airport","Markovo","RU","64.665446","170.417626","UHMO","small_airport"
"OKK","Kokomo Municipal Airport","Kokomo","US","40.52819824","-86.05899811","KOKK","private_airport"
"GDIKD","Valley International Airport","Harlingen","US","26.22850037","-97.65440369","KHRL","medium_airport"
"KSN","Kostanay West Airport","Kostanay","KZ","53.20690155","63.5503006","UAUU","very_small_airport"
"AKT","RAF Akrotiri","Akrotiri","CY","34.590401","32.9879","LCRA","smallest_airport"
"GJL","Jijel Ferhat Abbas Airport","Tahir","DZ","36.795101C","5.87361Y","DAAV","medium_airport"
"MQT","Marquette/Sawyer International Airport","Gwinn","US","46.3536A","-87.395401X","KSAW","medium_airport"
"ORD","Chicago O'Hare International Airport","Chicago","US","419786","-879048","KORD","large_airport"
"HUETJ","Sheboygan County Memorial Airport","Sheboygan","US","43.76959991","-87.85140228","KSBM","small_airport"
"KSZ","Kotlas Airport","Kotlas","RU","61.2358017","46.69749832","ULKK","smallest_airport"
"CVU","Corvo Airport","Corvo","PT","39.671501B","-31.1136Y","LPCR","small_airport"
"MZTWI","Ainsworth Regional Airport","Ainsworth","US","42.579201","-99.992995","KANW","small_airport"
"KMW","Kostroma Sokerkino Airport","Kostroma","RU","57796902","41019402","UUBA","medium_airport"
"W ICC","New Tanegashima Airport","Tanegashima","JP","30.60510063","130.99099731","RJFG","medium_airport"
"CSQ","Creston Municipal Airport","Creston","US","41.02140045","-94.36329651","KCSQ","very_small_airport"
"VHM","Vilhelmina South Lapland Airport","Vilhelmina","SE","64579102","16833599","ESNV","medium_airport"
"BJZ","Badajoz Airport","Badajoz","ES","38.8913A","-6.82133Y","LEBZ","medium_airport"
"BOYQR","Batumi International Airport","Batumi","GE","41.610298","41.599701","UGSB","medium_airport"
"PEU","Puerto Lempira Airport","Puerto Lempira","HN","15.2622","-83.781197","MHPL","very_small_airport"
"UIXRO","Harry Clever Field","New Philadelphia","US","40.47090149","-81.41970062","KPHD","small_airport"
"DTWOQ","Sultan Iskandar Muda International Airport","Banda Aceh","ID","5.525087","95.41997","WITT","medium_airport"
"PCR","German Olano Airport","Puerto Carreño","CO","6.18472A","-67.4932Z","SKPC","medium_airport"
"LWT","Lewistown Municipal Airport","Lewistown","US","47.048429","-109.466143","KLWT","private_airport"
"FEJ","Feijó Airport","Feijó","BR","-8141213","-70340821","SNOU","small_airport"
"SXK","Mathilda Batlayeri Airport","Saumlaki-Yamdena Island","ID","-7848354","131337068","WAPS","small_airport"
"SNY","Sidney Municipal Airport Lloyd W Carr Field","Sidney","US","41.101299","-102.985001","KSNY","very_small_airport"
"OTK","Tillamook Airport","Tillamook","US","45.41820145A","-123.81400299Y","KTMK","small_airport"
"MEI","Key Field / Meridian Regional Airport","Meridian","US","32.3326","-88.7519","KMEI","very_small_airport"
"CHM","FAP Lieutenant Jaime Andres de Montreuil Morales Airport","Chimbote","PE","-9.14961","-78.523804","SPEO","very_small_airport"
"SVU","Savusavu Airport","Savusavu","FJ","-16803394","179340587","NFNS","small_airport"
"MEH","Mehamn Airport","Mehamn","NO","71.029701","27.8267","ENMH","smallest_airport"
"UQUAE","Undara Airport","Undara","AU","-18.19134","144.61224","YUDA","small_airport"
"LZPEW","Rabi Island Airport","Rabi Island","FJ","-16.5337","179.9757","NFFR","small_airport"
"ZUPNX","Siorapaluk Heliport","Siorapaluk","GL","77.786517","-70.638657","BGSI","heliport"
"OVE","Oroville Municipal Airport","Oroville","US","39.4878006","-121.62200165","KOVE","very_small_airport"
"VER","General Heriberto Jara International Airport","Veracruz","MX","19.14590073","-96.18730164","MMVR","very_small_airport"
"XFN","Xiangyang Liuji Airport","Xiangyang (Xiangzhou)","CN","32.152222C","112.291666X","ZHXF","medium_airport"
"KUKXK","Calabozo Airport","Guarico","VE","8.924656","-67.417091","SVCL","medium_airport"
"RLO","Valle Del Conlara International Airport","Merlo","AR","-32.384701","-65.186501","SAOS","smallest_airport"
"BTM","Bert Mooney Airport","Butte","US","45.95479965C","-112.49700165Z","KBTM","medium_airport"
"GQGCQ","Terapo Airport","Terapo Mission","PG","-8.16972222","146.19444444","AYTY","small_airport"
"NDR","Nador Al Aaroui International Airport","Al Aaroui","MA","34.9888C","-3.02821Y","GMMW","medium_airport"
"VDOTU","Mackall Army Air Field","Hoffman","US","35.036087","-79.498615","KHFF","small_airport"
"PNDQJ","Grand Central Airport","Midrand","ZA","-25.98629951","28.14010048","FAGC","medium_airport"
"GBF","Negarbo(Negabo) Airport","Negarbo","PG","-6.567778","144.703058","AYNE","smallest_airport"
" AD R","Aspen-Pitkin County Airport (Sardy Field)","Aspen","US","39.223202","-106.869003","KASE","medium_airport"
"USA","Concord-Padgett Regional Airport","Concord","US","35387798","-80709099","KJQF","medium_airport"
"EHU","Ezhou Huahu Airport","Ezhou","CN","30341178","11503926","ZHEC","large_airport"
"FHZUR","Okushiri Airport","Okushiri Island","JP","42.07170105","139.43299866","RJEO","medium_airport"
"TMD","Timbedra Airport","Timbedra","MR","16.233671","-8.163464","GQNH","very_small_airport"
"KHW","Khwai River Lodge Airport","Khwai River Lodge","BW","-19.149477B","23.787937Y","FBKR","small_airport"
"OEC","Rota Do Sândalo Oecusse Airport","Oecussi-Ambeno","TL","-919806","124343002","WPOC","medium_airport"
"QEACZ","Mc Pherson Airport","Mc Pherson","US","38.352402","-97.691299","KMPR","small_airport"
"GBD","Great Bend Municipal Airport","Great Bend","US","38.344299B","-98.8592X","KGBD","small_airport"
"EDI","Edinburgh Airport","Edinburgh","GB","55.950145B","-3.372288X","EGPH","large_airport"
"RAWQA","José Cleto Airport","União da Vitória","BR","-26.233224","-51.066754","SSUV","small_airport"
"OXD","Miami University Airport","Oxford","US","3950230026","-8478440094","KOXD","small_airport"
"X CZS","Raroia Airport","Raroia","PF","-16.050485","-142.476568","NTKO","small_airport"
"TIK","Tinker Air Force Base","Oklahoma City","US","35.4147C","-97.386597X","KTIK","medium_airport"
"MKU","Makokou Airport","Makokou","GA","0.579211A","12.89089966X","FOOK","medium_airport"
"PAT","Jay Prakash Narayan Airport","Patna","IN","25.591299","85.087997","VEPT","smallest_airport"
"LSI","Sumburgh Airport","Lerwick, Shetland","GB","59.878899","-1.29556","EGPB","smallest_airport"
"JCT","Kimble County Airport","Junction","US","3051129913","-997634964","KJCT","medium_airport"
"CSM","Clinton Sherman Airport","Clinton","US","3533980179","-9920050049","KCSM","small_airport"
"MXJ","Minna Airport","Minna","NG","9.65217018","6.46225977","DNMN","private_airport"
"CLVVX","San José De Chiquitos Airport","San José de Chiquitos","BO","-17.830799","-60.743099","SLJE","small_airport"
"JBIGC","Kyzyl Airport","Kyzyl","RU","51.669399","94.400597","UNKY","medium_airport"
"VE IT","Northeast Philadelphia Airport","Philadelphia","US","40.082406","-75.010614","KPNE","medium_airport"
"YVT","Buffalo Narrows Airport","Buffalo Narrows","CA","5584189987","-10841799927","CYVT","small_airport"
"TFYER","Lake Manyara Airport","Lake Manyara National Park","TZ","-3.37631","35.818298","HTLM","medium_airport"
"KTX","Koutiala Airport","Koutiala","ML","12.38300037","-5.46700001","GAKO","private_airport"
"CBN","Cakrabhuwana  Airport","Cirebon-Java Island","ID","-6757","108538849","WICD","small_airport"
"CYB","Charles Kirkconnell International Airport","West End","KY","19.687","-79.882797","MWCB","very_small_airport"
"IYPAM","Siargao Airport","Del Carmen","PH","9.8591","126.014","RPNS","small_airport"
"KIK","Kirkuk Air Base","Kirkuk","IQ","35.469501","44.3489","ORKK","private_airport"
"UFXPM","Santa Bárbara de Barinas Airport","Santa Bárbara","VE","7.803514","-71.165718","SVSB","small_airport"
"HMJ","Khmelnytskyi Airport","Khmelnytskyi","UA","49.359699","26.933399","UKLH","private_airport"
"OGAKW","Saint-Yan Airport","L'Hôpital-le-Mercier, Saône-et-Loire","FR","46.414019","4.014177","LFLN","medium_airport"
"KYT","Kyauktu Airport","Kyauktu","MM","21.39999962","94.13330078","VYKU","private_airport"
"MQE","Marqua Airport","Marqua","AU","-2280579948","13725100708","YMQA","small_airport"
"MHK","Manhattan Regional Airport","Manhattan","US","39.14099884","-96.67079926","KMHK","private_airport"
"CEL","Canela Airport","Canela","BR","-29.370091","-50.831729","SSCN","private_airport"
"DGJNG","Namatanai Airport","Namatanai","PG","-3.6695","152.438","AYNX","small_airport"
"YOD","CFB Cold Lake","Cold Lake","CA","54.40499878A","-110.27899933X","CYOD","medium_airport"
"EHTYZ","MacDill Air Force Base","Tampa","US","27.8493","-82.521202","KMCF","medium_airport"
"CQW","Chongqing Xiannüshan Airport","Wulong","CN","29.465658B","107.693664Y","ZUWL","medium_airport"
"KNP","Kapanda Airport","Capanda","AO","-9.76937B","15.455319Y","FNCP","small_airport"
"LKG","Lokichogio Airport","Lokichogio","KE","420412","34348202","HKLK","medium_airport"
"YQPXD","Mayor PNP Nancy Flores Paucar Airport","Mazamari","PE","-11.3254","-74.535598","SPMF","small_airport"
"SDI","Saidor Airport","Saidor","PG","-5.62713889","146.46277778","AYSD","smallest_airport"
"LPO","La Porte Municipal Airport","La Porte","US","41.57249832","-86.73449707","KPPO","smallest_airport"
"SXZ","Siirt Airport","Siirt","TR","37.97890091C","41.8404007Y","LTCL","medium_airport"
"UGFIN","Lilabari North Lakhimpur Airport","Lilabari","IN","27.295682","94.097266","VELR","medium_airport"
"CAJ","Canaima Airport","Canaima","VE","6.231989","-62.85485","SVCN","very_small_airport"
"KHH","Kaohsiung International Airport","Kaohsiung (Xiaogang)","TW","22.577101A","120.349998X","RCKH","large_airport"
"FDU","Bandundu Airport","Bandundu","CD","-3.31132B","17.381701Z","FZBO","medium_airport"
"LJU","Ljubljana Jože Pučnik Airport","Zgornji Brnik","SI","46.223701A","14.4576Y","LJLJ","large_airport"
"MYT","Myitkyina Airport","Myitkyina","MM","253836","97351898","VYMK","medium_airport"
"QWHO ","Taylor County Airport","Medford","US","45.10100174","-90.30329895","KMDZ","small_airport"
"WAP","Alto Palena Airport","Palena","CL","-43.611492","-71.805452","SCAP","very_small_airport"
"TXE","Rembele Airport","Takengon","ID","472113","96851943","WITK","medium_airport"
"JDO","Orlando Bezerra de Menezes Airport","Juazeiro do Norte","BR","-721932","-39269096","SBJU","small_airport"
"BUB","Cram Field","Burwell","US","41.77669907C","-99.14969635Z","KBUB","small_airport"
"IOW","Iowa City Municipal Airport","Iowa City","US","41.6391983","-91.54650116","KIOW","private_airport"
"NPMVK","Fuyang Xiguan Airport","Yingzhou, Fuyang","CN","32.882157","115.734364","ZSFY","medium_airport"
"NAU","Napuka Island Airport","Napuka Island","PF","-14177397","-141266112","NTGN","small_airport"
"ZRJ","Round Lake (Weagamow Lake) Airport","Round Lake","CA","529436","-91312798","CZRJ","small_airport"
"CTD","Alonso Valderrama Airport","Chitré","PA","7.98784C","-80.409837Y","MPCE","medium_airport"
"NVS","Nevers-Fourchambault Airport","Marzy, Nièvre","FR","47.002913","3.113114","LFQG","smallest_airport"
"RUZJQ","Asturias Airport","Ranón","ES","43.563599","-6.03462","LEAS","medium_airport"
"UMU","Orlando de Carvalho Airport","Umuarama","BR","-23.7987","-53.313801","SSUM","smallest_airport"
"EAEMA","Ranong Airport","Ranong","TH","9.77762","98.585503","VTSR","medium_airport"
"CAR","Caribou Municipal Airport","Caribou","US","46.871498","-68.017899","KCAR","very_small_airport"
"YYA","Yueyang Sanhe Airport","Yueyang (Yueyanglou)","CN","29.311699","113.281574","ZGYY","very_small_airport"
"VOK","Volk Field","Camp Douglas","US","43.938999","-90.253403","KVOK","smallest_airport"
"C ZVO","Samjiyŏn Airport","Samjiyŏn","KP","41.907132","128.409834","ZKSE","small_airport"
"MBVDV","Aeropuerto Nacional Tte. Cnel. Carmelo Peralta","Concepción","PY","-23.440334","-57.429206","SGCO","medium_airport"
"TBJ","Tabarka-Aïn Draham International Airport","Tabarka","TN","36.98","8.87694","DTKA","very_small_airport"
"PBX","Fazenda Piraguassu Airport","Porto Alegre do Norte","BR","-1085935","-51688152","SWPQ","small_airport"
"ZGU","Gaua Island Airport","Gaua Island","VU","-142181","167587006","NVSQ","medium_airport"
"MQN","Mo i Rana Airport, Røssvoll","Mo i Rana","NO","6636389923","1430140018","ENRA","medium_airport"
"SBH","Saint Barthélemy - Gustaf III Airport","Gustavia","BL","179044","-62843601","TFFJ","medium_airport"
"MKY","Mackay Airport","Mackay","AU","-21.170816","149.182588","YBMK","smallest_airport"
"GOM","Goma International Airport","Goma","CD","-1.66617C","29.237929Y","FZNA","medium_airport"
"GZP","Gazipaşa-Alanya Airport","Gazipaşa","TR","36299217","32300598","LTFG","medium_airport"
"MOTHK","Faa'a International Airport","Papeete","PF","-17.553699","-149.606995","NTAA","large_airport"
"KGM","Kungim Airport","Kungim","PG","-5.671","141.03","AYIM","smallest_airport"
"JCR","Jacareacanga Airport","Jacareacanga","BR","-6.23316","-57.776901","SBEK","very_small_airport"
"AMV","Amderma Airport","Amderma","RU","69.76329803A","61.5564003X","ULDD","medium_airport"
"KMG","Kunming Changshui International Airport","Kunming","CN","25.110313","102.936743","ZPPP","very_small_airport"
"BTN","Marlboro County Jetport - H E Avent Field Airport","Bennettsville","US","346217","-79734398","KBBP","small_airport"
"SYPEX","Wanzhou Wuqiao Airport","Wanzhou","CN","30.8017","108.433","ZUWX","small_airport"
"FST","Fort Stockton Pecos County Airport","Fort Stockton","US","30.91570091","-102.91600037","KFST","smallest_airport"
"MHZ","RAF Mildenhall","Bury Saint Edmunds, Suffolk","GB","52.3619","0.486406","EGUN","smallest_airport"
"RBE","Ratanakiri Airport","Ratanakiri","KH","13.72999954A","106.98699951X","VDRK","medium_airport"
"PDJGQ","Oita Airport","Oita","JP","33.47940063","131.73699951","RJFO","medium_airport"
"ZHIYF","Lleida-Alguaire Airport","Lleida","ES","41.728185","0.535023","LEDA","medium_airport"
"BUT","Bathpalathang Airport","Jakar","BT","27.5622","90.7471","VQBT","private_airport"
"YDUKW","Norway House Airport","Norway House","CA","53.958302","-97.8442","CYNE","small_airport"
"DIE","Arrachart Airport","Antisiranana","MG","-12.3494","49.291698","FMNA","private_airport"
"NQZ","Nursultan Nazarbayev International Airport","Astana","KZ","51.027035","71.467094","UACC","smallest_airport"
"OEZL ","Longreach Airport","Longreach","AU","-23.4342","144.279999","YLRE","medium_airport"
"IRA","Ngorangora Airport","Kirakira","SB","-10.44970036","161.897995","AGGK","very_small_airport"
"OLS","Nogales International Airport","Nogales","US","31.4177","-110.848","KOLS","private_airport"
"GSQ","El Owainat East International Airport","Sharq El Owainat","EG","22.584256A","28.721609Z","HEOW","small_airport"
"OAJRT","Emporia Municipal Airport","Emporia","US","38.33209991","-96.19120026","KEMP","small_airport"
"SLDCZ","Bradley International Airport","Hartford","US","41.93851","-72.688066","KBDL","large_airport"
"PPP","Proserpine Whitsunday Coast Airport","Proserpine","AU","-20494416","148553583","YBPN","medium_airport"
"YAR","La Grande-3 Airport","La Grande-3","CA","5357170105","-761964035","CYAD","small_airport"
"PSG","Petersburg James A Johnson Airport","Petersburg","US","56.80170059","-132.9450073","PAPG","very_small_airport"
"GGN","Gagnoa Airport","Gagnoa","CI","6.102855","-5.986809","DIGA","very_small_airport"
"IKP","Inkerman Airport","Inkerman","AU","-16.229225A","141.434607Z","YIKM","small_airport"
"GED","Delaware Coastal Airport","Georgetown","US","38.689201","-75.358902","KGED","smallest_airport"
"VLL","Valladolid Airport","Valladolid","ES","41.7061","-4.85194","LEVD","private_airport"
"EMI","Emirau Airport","Emirau Island","PG","-165394999","1499757667","AYEE","small_airport"
"ISK","Nashik Airport","Nasik","IN","20.119101","73.912903","VAOZ","smallest_airport"
"KPN","Kipnuk Airport","Kipnuk","US","59931796","-164028196","PAKI","small_airport"
"PSO","Antonio Nariño Airport","Chachagüí","CO","139625","-772915","SKPS","medium_airport"
"CCH","Chile Chico Airport","Chile Chico","CL","-46.5831","-71.686323","SCCC","smallest_airport"
"RMAKY","Dehong Mangshi Airport","Dehong (Mangshi)","CN","24.4011","98.5317","ZPMS","medium_airport"
"CEN","Ciudad Obregón International Airport","Ciudad Obregón","MX","27.39259911","-109.83300018","MMCN","smallest_airport"
" EBVT","Northwest Regional Airport Terrace-Kitimat","Terrace","CA","54.468498","-128.576009","CYXT","medium_airport"
"TRJV ","Røst Airport","Røst","NO","67.526482","12.101575","ENRS","small_airport"
"UKQQF","Cochstedt Airport","Hecklingen","DE","51.8564","11.4203","EDBC","small_airport"
"K XVY","Waco Regional Airport","Waco","US","31.61129951","-97.23049927","KACT","medium_airport"
"SOG","Sogndal Airport, Haukåsen","Sogndal","NO","61156101","713778","ENSG","small_airport"
"MDPJP","Palacios Municipal Airport","Palacios","US","28.72750092","-96.25099945","KPSX","small_airport"
"ELV","Elfin Cove Seaplane Base","Elfin Cove","US","58.19520187A","-136.34700012Z","PAEL","seaplane_base"
"TTC","Las Breas Airport","Taltal","CL","-25.564301B","-70.3759Y","SCTT","medium_airport"
"BFS","Belfast International Airport","Belfast","GB","54.65750122","-6.21582985","EGAA","very_small_airport"
"GH V ","Piedras Negras International Airport","Piedras Negras","MX","28.627873","-100.53524","MMPG","medium_airport"
"SQA","Santa Ynez Airport","Santa Ynez","US","34.60680008","-120.0759964","KIZA","private_airport"
"IXCEY","Matari Airport","Isiro","CD","2.82761","27.588301","FZJH","medium_airport"
"WIR","Wairoa Airport","Wairoa","NZ","-39.012118C","177.404395Z","NZWO","medium_airport"
"GAX","Gamba Airport","Gamba","GA","-2.785278A","10.047222Z","FOGX","small_airport"
"GIF","Winter Haven Regional Airport - Gilbert Field","Winter Haven","US","28.062901B","-81.753304Y","KGIF","small_airport"
"HXD","Delingha Airport","Delingha","CN","37.125286","97.268658","ZLDL","smallest_airport"
"ARU","Araçatuba Airport","Araçatuba","BR","-21141479","-50424575","SBAU","medium_airport"
"HECDQ","Midland International Air and Space Port","Midland","US","31.942499","-102.202003","KMAF","medium_airport"
"AXEQF","Neil Armstrong Airport","Wapakoneta","US","40.49340057","-84.29889679","KAXV","small_airport"
"YKF","Region of Waterloo International Airport","Breslau","CA","43.4608","-80.378601","CYKF","smallest_airport"
"JGS","Jinggangshan Airport","Ji'an","CN","26.856899","114.737","ZSGS","smallest_airport"
"GEC","Lefkoniko Airport / Geçitkale Air Base","Lefkoniko (Geçitkale)","CY","35.23591","33.720088","LCGK","private_airport"
"EGX","Egegik Airport","Egegik","US","58.184386C","-157.374873Z","PAII","medium_airport"
"YCJBJ","Yongai Airport","Yongai","PG","-8.5289","147.4603","AYJO","small_airport"
"LBT","Lumberton Regional Airport","Lumberton","US","34610773","-7905943","KLBT","medium_airport"
"ABX","Albury Airport","East Albury","AU","-36066758","146959148","YMAY","medium_airport"
"VVO","Vladivostok International Airport","Artyom","RU","43.396256","132.148155","UHWW","private_airport"
"VEREU","Quillayute Airport","Quillayute","US","47.93659973","-124.56300354","KUIL","small_airport"
"KYKYX","Garanhuns Airport","Garanhuns","BR","-8.83428","-36.4716","SNGN","small_airport"
"PAM","Tyndall Air Force Base","Panama City","US","30.069599","-85.575401","KPAM","very_small_airport"
"RPQHE","Birsa Munda Airport","Ranchi","IN","23.31430054","85.32170105","VERC","medium_airport"
"SKK","Shaktoolik Airport","Shaktoolik","US","64.371101","-161.223999","PFSH","very_small_airport"
"BGI","Grantley Adams International Airport","Bridgetown","BB","13.0746A","-59.4925Y","TBPB","medium_airport"
"JFR","Paamiut Airport","Paamiut","GL","62.014736","-49.670937","BGPT","private_airport"
"LEA","Learmonth Airport","Exmouth","AU","-22.235201C","114.090024X","YPLM","medium_airport"
"VUKGN","Manicoré Airport","Manicoré","BR","-5.81138","-61.278301","SBMY","medium_airport"
"BGF","Bangui M'Poko International Airport","Bangui","CF","4.39847994","18.51880074","FEFF","private_airport"
"ILP","Île des Pins Airport","Île des Pins","NC","-22.58889961","167.45599365","NWWE","smallest_airport"
"IGPCH","Waterville Robert Lafleur Airport","Waterville","US","44.53319931","-69.67549896","KWVL","small_airport"
"NRS","Naval Outlying Field Imperial Beach (Ream Field)","Imperial Beach","US","32.5667A","-117.116997Y","KNRS","small_airport"
"TNP","Twentynine Palms Airport","Twentynine Palms","US","34.133901B","-115.947347Y","KTNP","small_airport"
"CCOHC","Welkom Airport","Welkom","ZA","-27.996825","26.663334","FAWM","small_airport"
"MIR","Monastir Habib Bourguiba International Airport","Monastir","TN","35.7580986C","10.75469971Z","DTMB","medium_airport"
"AOHPT","Manitouwadge Airport","Manitouwadge","CA","49.08390045","-85.86060333","CYMG","medium_airport"
"KOP","Nakhon Phanom Airport","Nakhon Phanom","TH","17.383801C","104.642998X","VTUW","medium_airport"
"BWA","Gautam Buddha International Airport","Siddharthanagar (Bhairahawa)","NP","27.505328B","83.412594Y","VNBW","medium_airport"
"XIRTK","Thief River Falls Regional Airport","Thief River Falls","US","48.065701","-96.184998","KTVF","medium_airport"
"BED","Laurence G Hanscom Field","Bedford","US","42.470001C","-71.289001X","KBED","medium_airport"
"LWS","Lewiston Nez Perce County Airport","Lewiston","US","46.37450027A","-117.01499939X","KLWS","medium_airport"
"TOP","Philip Billard Municipal Airport","Topeka","US","39.069899","-95.622606","KTOP","very_small_airport"
"MYW","Mtwara Airport","Mtwara","TZ","-10.336204","40.181997","HTMT","smallest_airport"
"QASLV","Moyale Airport","Moyale (Lower)","KE","3.46972","39.101398","HKMY","small_airport"
"TLP","Tumolbil Airport","Tumolbil","PG","-4.7748","141.0133","AYQL","very_small_airport"
"OLI","Rif Airport","Rif","IS","64.9114","-23.823099","BIRF","smallest_airport"
"KDV","Vunisea Airport","Vunisea","FJ","-1905809975","17815699768","NFKD","small_airport"
"HFA","Haifa International Airport","Haifa","IL","3280939865","3504309845","LLHA","medium_airport"
"PNQ","Pune Airport / Lohagaon Air Force Station","Pune","IN","185821","73919701","VAPO","medium_airport"
"ADG","Lenawee County Airport","Adrian","US","41866205","-84077983","KADG","small_airport"
"RMOEG","Muskogee-Davis Regional Airport","Muskogee","US","35.656502","-95.366699","KMKO","small_airport"
"ZBR","Chabahar Konarak International Airport","Konarak","IR","2544319","60382167","OIZC","medium_airport"
"HQVME","Eugene F. Kranz Toledo Express Airport","Toledo","US","41.5868","-83.8078","KTOL","medium_airport"
"UCZUR","Hévíz–Balaton Airport","Sármellék","HU","46.686391","17.159084","LHSM","medium_airport"
"XEXZF","Mandalgobi Airport","Mandalgobi","MN","45.73809814","106.26899719","ZMMG","small_airport"
"MCG","McGrath Airport","McGrath","US","62.95289993","-155.6060028","PAMC","smallest_airport"
"HIL","Shilavo Airport","Shilavo","ET","6077545","44763736","HASL","small_airport"
"NZWPS","Las Cruces Airport","Sabana de Torres","CO","7.38322","-73.505402","SKRU","small_airport"
"YIFPZ","Abbaye Airport","Boghe","MR","16.63331413","-14.20000076","GQNE","small_airport"
"AGP","Málaga-Costa del Sol Airport","Málaga","ES","36.6749C","-4.49911X","LEMG","large_airport"
"RFS","Rosita Airport","La Rosita","NI","1388969994","-844088974","MNRT","small_airport"
"EZE","Minister Pistarini International Airport","Buenos Aires (Ezeiza)","AR","-34.8222C","-58.5358Z","SAEZ","large_airport"
"CFROA","Impfondo Airport","Impfondo","CG","1.589968","18.046624","FCOI","small_airport"
"WGT","Wangaratta Airport","Laceby","AU","-36.417914","146.306896","YWGT","very_small_airport"
"BVY","Beverly Regional Airport","Beverly / Danvers","US","42.584202","-70.916496","KBVY","private_airport"
"LUV","Karel Sadsuitubun Airport","Langgur","ID","-5.760278B","132.759444Z","WAPF","medium_airport"
"JKHXT","Chenega Bay Airport","Chenega","US","60.077602","-147.99468","PFCB","small_airport"
"BFL","Meadows Field","Bakersfield","US","35.433601","-119.056999","KBFL","private_airport"
"YZR","Chris Hadfield Airport","Sarnia","CA","42.999401B","-82.308899Y","CYZR","medium_airport"
"DMM","King Fahd International Airport","Ad Dammam","SA","26.471201A","49.797901X","OEDF","large_airport"
"OYK","Oiapoque Airport","Oiapoque","BR","3.85412","-51.797056","SBOI","smallest_airport"
"TAZ","Daşoguz Airport","Daşoguz","TM","41759853","59836149","UTAT","medium_airport"
"JAEZW","Dansville Municipal Airport","Dansville","US","42.570545","-77.713273","KDSV","small_airport"
"RTP","Rutland Plains Airport","Yagoonya","AU","-15.644963","141.844373","YRTP","smallest_airport"
"NKM","Nagoya Airport / JASDF Komaki Air Base","Nagoya","JP","35.255759","136.924095","RJNA","private_airport"
"VZFUB","Senggo Airport","Senggo-Papua Island","ID","-5.6908","139.3502","WAKQ","small_airport"
"ABJKZ","Tauranga Airport","Tauranga","NZ","-37.6719017","176.19599915","NZTG","medium_airport"
"CAI","Cairo International Airport","Cairo","EG","30.111534","31.396694","HECA","private_airport"
"TFL","Juscelino Kubitscheck Airport","Teófilo Otoni","BR","-17.8923","-41.513599","SNTO","smallest_airport"
" JCBD","Robinvale Airport","Robinvale","AU","-34.642887","142.773042","YROI","small_airport"
